,pga_contour_raster_cropped
27644,0.15641344
27645,0.15641344
27646,0.15641344
27647,0.15641344
27648,0.15641344
27649,0.14737287
27650,0.14737287
27651,0.14737287
27652,0.14737287
27653,0.13906734
27654,0.13906734
27655,0.13906734
27656,0.13906734
27657,0.13906734
27658,0.13275214
27659,0.13275214
27660,0.13275214
27661,0.13275214
27662,0.13275214
27663,0.1284756
27664,0.1284756
27665,0.1284756
27666,0.1284756
27667,0.1284756
27668,0.12192198
27669,0.12192198
27670,0.12192198
27671,0.12192198
27672,0.11510327
27673,0.11510327
27674,0.11510327
27675,0.11510327
27676,0.11510327
27677,0.10488015
27678,0.10488015
27679,0.10488015
27680,0.10488015
27681,0.10488015
27682,0.1
27683,0.1
27684,0.1
27685,0.1
27686,0.1
27687,0.1
27688,0.1
27689,0.1
27690,0.1
27691,0.1
27692,0.099531986
27693,0.099531986
27694,0.099531986
27695,0.099531986
27696,0.09699183
27697,0.09699183
27698,0.09699183
27699,0.09699183
27700,0.10027829
27701,0.10027829
27702,0.10027829
27703,0.10027829
27704,0.10027829
27705,0.10681419
27706,0.10681419
27707,0.10681419
27708,0.10681419
27709,0.10681419
27710,0.11312275
27711,0.11312275
27712,0.11312275
27713,0.11312275
27714,0.11312275
27715,0.1185555
27716,0.1185555
27717,0.1185555
27718,0.1185555
27719,0.12
27720,0.12
27721,0.12
27722,0.12
27723,0.12
27724,0.1222868
27725,0.1222868
27726,0.1222868
27727,0.1222868
27728,0.1222868
27729,0.12871265
27730,0.12871265
27731,0.12871265
27732,0.12871265
27733,0.12871265
27734,0.13463517
27735,0.13463517
27736,0.13463517
27737,0.13463517
27738,0.14303711
27739,0.14303711
27740,0.14303711
27741,0.14303711
27742,0.14303711
27743,0.15297303
27744,0.15297303
27745,0.15297303
27746,0.15297303
27747,0.15297303
27748,0.16
27749,0.16
27750,0.16
27751,0.16
27752,0.16
27753,0.1487849
27754,0.1487849
27755,0.1487849
27756,0.1487849
27757,0.1487849
27758,0.14
27759,0.14
27760,0.14
27761,0.14
27762,0.14966264
27763,0.14966264
27764,0.14966264
27765,0.14966264
27766,0.14966264
27767,0.17221291
27768,0.17221291
27769,0.17221291
27770,0.17221291
27771,0.17221291
27772,0.19418925
27773,0.19418925
27774,0.19418925
27775,0.19418925
27776,0.19418925
27777,0.19548817
27778,0.19548817
27779,0.19548817
27780,0.19548817
27781,0.19548817
27782,0.2
27783,0.2
27784,0.2
27785,0.2
27786,0.2288634
27787,0.2288634
27788,0.2288634
27789,0.2288634
27790,0.2288634
27791,0.24
27792,0.24
27793,0.24
27794,0.24
27795,0.24
27796,0.24
27797,0.24
27798,0.24
27799,0.24
27800,0.24
27801,0.24847883
27802,0.24847883
27803,0.24847883
27804,0.24847883
27805,0.24847883
27806,0.26400578
27807,0.26400578
27808,0.26400578
27809,0.26400578
27810,0.27905497
27811,0.27905497
27812,0.27905497
27813,0.27905497
27814,0.27905497
27815,0.2907415
27816,0.2907415
27817,0.2907415
27818,0.2907415
27819,0.2907415
27820,0.30291605
27821,0.30291605
27822,0.30291605
27823,0.30291605
27824,0.30291605
27825,0.31910422
27826,0.31910422
27827,0.31910422
27828,0.31910422
27829,0.31910422
27830,0.32
27831,0.32
27832,0.32
27833,0.32
27834,0.32
27835,0.32
27836,0.32
27837,0.32
27838,0.32
27839,0.32087487
27840,0.32087487
27841,0.32087487
27842,0.32087487
27843,0.32087487
27844,0.31490305
27845,0.31490305
27846,0.31490305
27847,0.31490305
27848,0.31490305
27849,0.30838874
27850,0.30838874
27851,0.30838874
27852,0.30838874
27853,0.30838874
27854,0.29925758
27855,0.29925758
27856,0.29925758
27857,0.29925758
27858,0.2886855
27859,0.2886855
27860,0.2886855
27861,0.2886855
27862,0.2886855
27863,0.27574772
27864,0.27574772
27865,0.27574772
27866,0.27574772
27867,0.27574772
27868,0.26132584
27869,0.26132584
27870,0.26132584
27871,0.26132584
27872,0.26132584
27873,0.25541407
27874,0.25541407
27875,0.25541407
27876,0.25541407
27877,0.25541407
27878,0.2392227
27879,0.2392227
27880,0.2392227
27881,0.2392227
27882,0.22709718
27883,0.22709718
27884,0.22709718
27885,0.22709718
27886,0.22709718
27887,0.22
27888,0.22
27889,0.22
27890,0.22
27891,0.22
27892,0.21174219
27893,0.21174219
27894,0.21174219
27895,0.21174219
27896,0.21174219
27897,0.2003665
27898,0.2003665
27899,0.2003665
27900,0.2003665
27901,0.2003665
27902,0.1881572
27903,0.1881572
27904,0.1881572
27905,0.1881572
27906,0.17895791
27907,0.17895791
27908,0.17895791
27909,0.17895791
27910,0.17895791
27911,0.17277105
27912,0.17277105
27913,0.17277105
27914,0.17277105
27915,0.17277105
27916,0.16467343
27917,0.16467343
27918,0.16467343
27919,0.16467343
27920,0.16467343
27921,0.15641344
27922,0.15641344
27923,0.15641344
27924,0.15641344
27925,0.15641344
27926,0.14737287
27927,0.14737287
27928,0.14737287
27929,0.14737287
27930,0.13906734
27931,0.13906734
27932,0.13906734
27933,0.13906734
27934,0.13906734
27935,0.13275214
27936,0.13275214
27937,0.13275214
27938,0.13275214
27939,0.13275214
27940,0.1284756
27941,0.1284756
27942,0.1284756
27943,0.1284756
27944,0.1284756
27945,0.12192198
27946,0.12192198
27947,0.12192198
27948,0.12192198
27949,0.11510327
27950,0.11510327
27951,0.11510327
27952,0.11510327
27953,0.11510327
27954,0.10488015
27955,0.10488015
27956,0.10488015
27957,0.10488015
27958,0.10488015
27959,0.1
27960,0.1
27961,0.1
27962,0.1
27963,0.1
27964,0.1
27965,0.1
27966,0.1
27967,0.1
27968,0.1
27969,0.099531986
27970,0.099531986
27971,0.099531986
27972,0.099531986
27973,0.09699183
27974,0.09699183
27975,0.09699183
27976,0.09699183
27977,0.10027829
27978,0.10027829
27979,0.10027829
27980,0.10027829
27981,0.10027829
27982,0.10681419
27983,0.10681419
27984,0.10681419
27985,0.10681419
27986,0.10681419
27987,0.11312275
27988,0.11312275
27989,0.11312275
27990,0.11312275
27991,0.11312275
27992,0.1185555
27993,0.1185555
27994,0.1185555
27995,0.1185555
27996,0.12
27997,0.12
27998,0.12
27999,0.12
28000,0.12
28001,0.1222868
28002,0.1222868
28003,0.1222868
28004,0.1222868
28005,0.1222868
28006,0.12871265
28007,0.12871265
28008,0.12871265
28009,0.12871265
28010,0.12871265
28011,0.13463517
28012,0.13463517
28013,0.13463517
28014,0.13463517
28015,0.14303711
28016,0.14303711
28017,0.14303711
28018,0.14303711
28019,0.14303711
28020,0.15297303
28021,0.15297303
28022,0.15297303
28023,0.15297303
28024,0.15297303
28025,0.16
28026,0.16
28027,0.16
28028,0.16
28029,0.16
28030,0.1487849
28031,0.1487849
28032,0.1487849
28033,0.1487849
28034,0.1487849
28035,0.14
28036,0.14
28037,0.14
28038,0.14
28039,0.14966264
28040,0.14966264
28041,0.14966264
28042,0.14966264
28043,0.14966264
28044,0.17221291
28045,0.17221291
28046,0.17221291
28047,0.17221291
28048,0.17221291
28049,0.19418925
28050,0.19418925
28051,0.19418925
28052,0.19418925
28053,0.19418925
28054,0.19548817
28055,0.19548817
28056,0.19548817
28057,0.19548817
28058,0.19548817
28059,0.2
28060,0.2
28061,0.2
28062,0.2
28063,0.2288634
28064,0.2288634
28065,0.2288634
28066,0.2288634
28067,0.2288634
28068,0.24
28069,0.24
28070,0.24
28071,0.24
28072,0.24
28073,0.24
28074,0.24
28075,0.24
28076,0.24
28077,0.24
28078,0.24847883
28079,0.24847883
28080,0.24847883
28081,0.24847883
28082,0.24847883
28083,0.26400578
28084,0.26400578
28085,0.26400578
28086,0.26400578
28087,0.27905497
28088,0.27905497
28089,0.27905497
28090,0.27905497
28091,0.27905497
28092,0.2907415
28093,0.2907415
28094,0.2907415
28095,0.2907415
28096,0.2907415
28097,0.30291605
28098,0.30291605
28099,0.30291605
28100,0.30291605
28101,0.30291605
28102,0.31910422
28103,0.31910422
28104,0.31910422
28105,0.31910422
28106,0.31910422
28107,0.32
28108,0.32
28109,0.32
28110,0.32
28111,0.32
28112,0.32
28113,0.32
28114,0.32
28115,0.32
28116,0.32087487
28117,0.32087487
28118,0.32087487
28119,0.32087487
28120,0.32087487
28121,0.31490305
28122,0.31490305
28123,0.31490305
28124,0.31490305
28125,0.31490305
28126,0.30838874
28127,0.30838874
28128,0.30838874
28129,0.30838874
28130,0.30838874
28131,0.29925758
28132,0.29925758
28133,0.29925758
28134,0.29925758
28135,0.2886855
28136,0.2886855
28137,0.2886855
28138,0.2886855
28139,0.2886855
28140,0.27574772
28141,0.27574772
28142,0.27574772
28143,0.27574772
28144,0.27574772
28145,0.26132584
28146,0.26132584
28147,0.26132584
28148,0.26132584
28149,0.26132584
28150,0.25541407
28151,0.25541407
28152,0.25541407
28153,0.25541407
28154,0.25541407
28155,0.2392227
28156,0.2392227
28157,0.2392227
28158,0.2392227
28159,0.22709718
28160,0.22709718
28161,0.22709718
28162,0.22709718
28163,0.22709718
28164,0.22
28165,0.22
28166,0.22
28167,0.22
28168,0.22
28169,0.21174219
28170,0.21174219
28171,0.21174219
28172,0.21174219
28173,0.21174219
28174,0.2003665
28175,0.2003665
28176,0.2003665
28177,0.2003665
28178,0.2003665
28179,0.1881572
28180,0.1881572
28181,0.1881572
28182,0.1881572
28183,0.17895791
28184,0.17895791
28185,0.17895791
28186,0.17895791
28187,0.17895791
28188,0.17277105
28189,0.17277105
28190,0.17277105
28191,0.17277105
28192,0.17277105
28193,0.16467343
28194,0.16467343
28195,0.16467343
28196,0.16467343
28197,0.16467343
28198,0.15641344
28199,0.15641344
28200,0.15641344
28201,0.15641344
28202,0.15641344
28203,0.14737287
28204,0.14737287
28205,0.14737287
28206,0.14737287
28207,0.13906734
28208,0.13906734
28209,0.13906734
28210,0.13906734
28211,0.13906734
28212,0.13275214
28213,0.13275214
28214,0.13275214
28215,0.13275214
28216,0.13275214
28217,0.1284756
28218,0.1284756
28219,0.1284756
28220,0.1284756
28221,0.1284756
28222,0.12192198
28223,0.12192198
28224,0.12192198
28225,0.12192198
28226,0.11510327
28227,0.11510327
28228,0.11510327
28229,0.11510327
28230,0.11510327
28231,0.10488015
28232,0.10488015
28233,0.10488015
28234,0.10488015
28235,0.10488015
28236,0.1
28237,0.1
28238,0.1
28239,0.1
28240,0.1
28241,0.1
28242,0.1
28243,0.1
28244,0.1
28245,0.1
28246,0.099531986
28247,0.099531986
28248,0.099531986
28249,0.099531986
28250,0.09699183
28251,0.09699183
28252,0.09699183
28253,0.09699183
28254,0.10027829
28255,0.10027829
28256,0.10027829
28257,0.10027829
28258,0.10027829
28259,0.10681419
28260,0.10681419
28261,0.10681419
28262,0.10681419
28263,0.10681419
28264,0.11312275
28265,0.11312275
28266,0.11312275
28267,0.11312275
28268,0.11312275
28269,0.1185555
28270,0.1185555
28271,0.1185555
28272,0.1185555
28273,0.12
28274,0.12
28275,0.12
28276,0.12
28277,0.12
28278,0.1222868
28279,0.1222868
28280,0.1222868
28281,0.1222868
28282,0.1222868
28283,0.12871265
28284,0.12871265
28285,0.12871265
28286,0.12871265
28287,0.12871265
28288,0.13463517
28289,0.13463517
28290,0.13463517
28291,0.13463517
28292,0.14303711
28293,0.14303711
28294,0.14303711
28295,0.14303711
28296,0.14303711
28297,0.15297303
28298,0.15297303
28299,0.15297303
28300,0.15297303
28301,0.15297303
28302,0.16
28303,0.16
28304,0.16
28305,0.16
28306,0.16
28307,0.1487849
28308,0.1487849
28309,0.1487849
28310,0.1487849
28311,0.1487849
28312,0.14
28313,0.14
28314,0.14
28315,0.14
28316,0.14966264
28317,0.14966264
28318,0.14966264
28319,0.14966264
28320,0.14966264
28321,0.17221291
28322,0.17221291
28323,0.17221291
28324,0.17221291
28325,0.17221291
28326,0.19418925
28327,0.19418925
28328,0.19418925
28329,0.19418925
28330,0.19418925
28331,0.19548817
28332,0.19548817
28333,0.19548817
28334,0.19548817
28335,0.19548817
28336,0.2
28337,0.2
28338,0.2
28339,0.2
28340,0.2288634
28341,0.2288634
28342,0.2288634
28343,0.2288634
28344,0.2288634
28345,0.24
28346,0.24
28347,0.24
28348,0.24
28349,0.24
28350,0.24
28351,0.24
28352,0.24
28353,0.24
28354,0.24
28355,0.24847883
28356,0.24847883
28357,0.24847883
28358,0.24847883
28359,0.24847883
28360,0.26400578
28361,0.26400578
28362,0.26400578
28363,0.26400578
28364,0.27905497
28365,0.27905497
28366,0.27905497
28367,0.27905497
28368,0.27905497
28369,0.2907415
28370,0.2907415
28371,0.2907415
28372,0.2907415
28373,0.2907415
28374,0.30291605
28375,0.30291605
28376,0.30291605
28377,0.30291605
28378,0.30291605
28379,0.31910422
28380,0.31910422
28381,0.31910422
28382,0.31910422
28383,0.31910422
28384,0.32
28385,0.32
28386,0.32
28387,0.32
28388,0.32
28389,0.32
28390,0.32
28391,0.32
28392,0.32
28393,0.32087487
28394,0.32087487
28395,0.32087487
28396,0.32087487
28397,0.32087487
28398,0.31490305
28399,0.31490305
28400,0.31490305
28401,0.31490305
28402,0.31490305
28403,0.30838874
28404,0.30838874
28405,0.30838874
28406,0.30838874
28407,0.30838874
28408,0.29925758
28409,0.29925758
28410,0.29925758
28411,0.29925758
28412,0.2886855
28413,0.2886855
28414,0.2886855
28415,0.2886855
28416,0.2886855
28417,0.27574772
28418,0.27574772
28419,0.27574772
28420,0.27574772
28421,0.27574772
28422,0.26132584
28423,0.26132584
28424,0.26132584
28425,0.26132584
28426,0.26132584
28427,0.25541407
28428,0.25541407
28429,0.25541407
28430,0.25541407
28431,0.25541407
28432,0.2392227
28433,0.2392227
28434,0.2392227
28435,0.2392227
28436,0.22709718
28437,0.22709718
28438,0.22709718
28439,0.22709718
28440,0.22709718
28441,0.22
28442,0.22
28443,0.22
28444,0.22
28445,0.22
28446,0.21174219
28447,0.21174219
28448,0.21174219
28449,0.21174219
28450,0.21174219
28451,0.2003665
28452,0.2003665
28453,0.2003665
28454,0.2003665
28455,0.2003665
28456,0.1881572
28457,0.1881572
28458,0.1881572
28459,0.1881572
28460,0.17895791
28461,0.17895791
28462,0.17895791
28463,0.17895791
28464,0.17895791
28465,0.17277105
28466,0.17277105
28467,0.17277105
28468,0.17277105
28469,0.17277105
28470,0.16467343
28471,0.16467343
28472,0.16467343
28473,0.16467343
28474,0.16467343
28475,0.15641344
28476,0.15641344
28477,0.15641344
28478,0.15641344
28479,0.15641344
28480,0.14737287
28481,0.14737287
28482,0.14737287
28483,0.14737287
28484,0.13906734
28485,0.13906734
28486,0.13906734
28487,0.13906734
28488,0.13906734
28489,0.13275214
28490,0.13275214
28491,0.13275214
28492,0.13275214
28493,0.13275214
28494,0.1284756
28495,0.1284756
28496,0.1284756
28497,0.1284756
28498,0.1284756
28499,0.12192198
28500,0.12192198
28501,0.12192198
28502,0.12192198
28503,0.11510327
28504,0.11510327
28505,0.11510327
28506,0.11510327
28507,0.11510327
28508,0.10488015
28509,0.10488015
28510,0.10488015
28511,0.10488015
28512,0.10488015
28513,0.1
28514,0.1
28515,0.1
28516,0.1
28517,0.1
28518,0.1
28519,0.1
28520,0.1
28521,0.1
28522,0.1
28523,0.099531986
28524,0.099531986
28525,0.099531986
28526,0.099531986
28527,0.09699183
28528,0.09699183
28529,0.09699183
28530,0.09699183
28531,0.10027829
28532,0.10027829
28533,0.10027829
28534,0.10027829
28535,0.10027829
28536,0.10681419
28537,0.10681419
28538,0.10681419
28539,0.10681419
28540,0.10681419
28541,0.11312275
28542,0.11312275
28543,0.11312275
28544,0.11312275
28545,0.11312275
28546,0.1185555
28547,0.1185555
28548,0.1185555
28549,0.1185555
28550,0.12
28551,0.12
28552,0.12
28553,0.12
28554,0.12
28555,0.1222868
28556,0.1222868
28557,0.1222868
28558,0.1222868
28559,0.1222868
28560,0.12871265
28561,0.12871265
28562,0.12871265
28563,0.12871265
28564,0.12871265
28565,0.13463517
28566,0.13463517
28567,0.13463517
28568,0.13463517
28569,0.14303711
28570,0.14303711
28571,0.14303711
28572,0.14303711
28573,0.14303711
28574,0.15297303
28575,0.15297303
28576,0.15297303
28577,0.15297303
28578,0.15297303
28579,0.16
28580,0.16
28581,0.16
28582,0.16
28583,0.16
28584,0.1487849
28585,0.1487849
28586,0.1487849
28587,0.1487849
28588,0.1487849
28589,0.14
28590,0.14
28591,0.14
28592,0.14
28593,0.14966264
28594,0.14966264
28595,0.14966264
28596,0.14966264
28597,0.14966264
28598,0.17221291
28599,0.17221291
28600,0.17221291
28601,0.17221291
28602,0.17221291
28603,0.19418925
28604,0.19418925
28605,0.19418925
28606,0.19418925
28607,0.19418925
28608,0.19548817
28609,0.19548817
28610,0.19548817
28611,0.19548817
28612,0.19548817
28613,0.2
28614,0.2
28615,0.2
28616,0.2
28617,0.2288634
28618,0.2288634
28619,0.2288634
28620,0.2288634
28621,0.2288634
28622,0.24
28623,0.24
28624,0.24
28625,0.24
28626,0.24
28627,0.24
28628,0.24
28629,0.24
28630,0.24
28631,0.24
28632,0.24847883
28633,0.24847883
28634,0.24847883
28635,0.24847883
28636,0.24847883
28637,0.26400578
28638,0.26400578
28639,0.26400578
28640,0.26400578
28641,0.27905497
28642,0.27905497
28643,0.27905497
28644,0.27905497
28645,0.27905497
28646,0.2907415
28647,0.2907415
28648,0.2907415
28649,0.2907415
28650,0.2907415
28651,0.30291605
28652,0.30291605
28653,0.30291605
28654,0.30291605
28655,0.30291605
28656,0.31910422
28657,0.31910422
28658,0.31910422
28659,0.31910422
28660,0.31910422
28661,0.32
28662,0.32
28663,0.32
28664,0.32
28665,0.32
28666,0.32
28667,0.32
28668,0.32
28669,0.32
28670,0.32087487
28671,0.32087487
28672,0.32087487
28673,0.32087487
28674,0.32087487
28675,0.31490305
28676,0.31490305
28677,0.31490305
28678,0.31490305
28679,0.31490305
28680,0.30838874
28681,0.30838874
28682,0.30838874
28683,0.30838874
28684,0.30838874
28685,0.29925758
28686,0.29925758
28687,0.29925758
28688,0.29925758
28689,0.2886855
28690,0.2886855
28691,0.2886855
28692,0.2886855
28693,0.2886855
28694,0.27574772
28695,0.27574772
28696,0.27574772
28697,0.27574772
28698,0.27574772
28699,0.26132584
28700,0.26132584
28701,0.26132584
28702,0.26132584
28703,0.26132584
28704,0.25541407
28705,0.25541407
28706,0.25541407
28707,0.25541407
28708,0.25541407
28709,0.2392227
28710,0.2392227
28711,0.2392227
28712,0.2392227
28713,0.22709718
28714,0.22709718
28715,0.22709718
28716,0.22709718
28717,0.22709718
28718,0.22
28719,0.22
28720,0.22
28721,0.22
28722,0.22
28723,0.21174219
28724,0.21174219
28725,0.21174219
28726,0.21174219
28727,0.21174219
28728,0.2003665
28729,0.2003665
28730,0.2003665
28731,0.2003665
28732,0.2003665
28733,0.1881572
28734,0.1881572
28735,0.1881572
28736,0.1881572
28737,0.17895791
28738,0.17895791
28739,0.17895791
28740,0.17895791
28741,0.17895791
28742,0.17277105
28743,0.17277105
28744,0.17277105
28745,0.17277105
28746,0.17277105
28747,0.16467343
28748,0.16467343
28749,0.16467343
28750,0.16467343
28751,0.16467343
28752,0.15641344
28753,0.15641344
28754,0.15641344
28755,0.15641344
28756,0.15641344
28757,0.14737287
28758,0.14737287
28759,0.14737287
28760,0.14737287
28761,0.13906734
28762,0.13906734
28763,0.13906734
28764,0.13906734
28765,0.13906734
28766,0.13275214
28767,0.13275214
28768,0.13275214
28769,0.13275214
28770,0.13275214
28771,0.1284756
28772,0.1284756
28773,0.1284756
28774,0.1284756
28775,0.1284756
28776,0.12192198
28777,0.12192198
28778,0.12192198
28779,0.12192198
28780,0.11510327
28781,0.11510327
28782,0.11510327
28783,0.11510327
28784,0.11510327
28785,0.10488015
28786,0.10488015
28787,0.10488015
28788,0.10488015
28789,0.10488015
28790,0.1
28791,0.1
28792,0.1
28793,0.1
28794,0.1
28795,0.1
28796,0.1
28797,0.1
28798,0.1
28799,0.1
28800,0.099531986
28801,0.099531986
28802,0.099531986
28803,0.099531986
28804,0.09699183
28805,0.09699183
28806,0.09699183
28807,0.09699183
28808,0.10058491
28809,0.10058491
28810,0.10058491
28811,0.10058491
28812,0.10058491
28813,0.10563956
28814,0.10563956
28815,0.10563956
28816,0.10563956
28817,0.10563956
28818,0.1106585
28819,0.1106585
28820,0.1106585
28821,0.1106585
28822,0.1106585
28823,0.11637585
28824,0.11637585
28825,0.11637585
28826,0.11637585
28827,0.12
28828,0.12
28829,0.12
28830,0.12
28831,0.12
28832,0.12254494
28833,0.12254494
28834,0.12254494
28835,0.12254494
28836,0.12254494
28837,0.1289708
28838,0.1289708
28839,0.1289708
28840,0.1289708
28841,0.1289708
28842,0.13532265
28843,0.13532265
28844,0.13532265
28845,0.13532265
28846,0.14
28847,0.14
28848,0.14
28849,0.14
28850,0.14
28851,0.14273036
28852,0.14273036
28853,0.14273036
28854,0.14273036
28855,0.14273036
28856,0.146213
28857,0.146213
28858,0.146213
28859,0.146213
28860,0.146213
28861,0.14
28862,0.14
28863,0.14
28864,0.14
28865,0.14
28866,0.14
28867,0.14
28868,0.14
28869,0.14
28870,0.16
28871,0.16
28872,0.16
28873,0.16
28874,0.16
28875,0.16020209
28876,0.16020209
28877,0.16020209
28878,0.16020209
28879,0.16020209
28880,0.17296655
28881,0.17296655
28882,0.17296655
28883,0.17296655
28884,0.17296655
28885,0.18075217
28886,0.18075217
28887,0.18075217
28888,0.18075217
28889,0.18075217
28890,0.19463417
28891,0.19463417
28892,0.19463417
28893,0.19463417
28894,0.21783894
28895,0.21783894
28896,0.21783894
28897,0.21783894
28898,0.21783894
28899,0.22822146
28900,0.22822146
28901,0.22822146
28902,0.22822146
28903,0.22822146
28904,0.24
28905,0.24
28906,0.24
28907,0.24
28908,0.24
28909,0.25172833
28910,0.25172833
28911,0.25172833
28912,0.25172833
28913,0.25172833
28914,0.26917014
28915,0.26917014
28916,0.26917014
28917,0.26917014
28918,0.2783443
28919,0.2783443
28920,0.2783443
28921,0.2783443
28922,0.2783443
28923,0.29371843
28924,0.29371843
28925,0.29371843
28926,0.29371843
28927,0.29371843
28928,0.30000153
28929,0.30000153
28930,0.30000153
28931,0.30000153
28932,0.30000153
28933,0.30465698
28934,0.30465698
28935,0.30465698
28936,0.30465698
28937,0.30465698
28938,0.31004685
28939,0.31004685
28940,0.31004685
28941,0.31004685
28942,0.31115875
28943,0.31115875
28944,0.31115875
28945,0.31115875
28946,0.31115875
28947,0.31187853
28948,0.31187853
28949,0.31187853
28950,0.31187853
28951,0.31187853
28952,0.30739906
28953,0.30739906
28954,0.30739906
28955,0.30739906
28956,0.30739906
28957,0.30050063
28958,0.30050063
28959,0.30050063
28960,0.30050063
28961,0.30050063
28962,0.29137504
28963,0.29137504
28964,0.29137504
28965,0.29137504
28966,0.28236952
28967,0.28236952
28968,0.28236952
28969,0.28236952
28970,0.28236952
28971,0.27053025
28972,0.27053025
28973,0.27053025
28974,0.27053025
28975,0.27053025
28976,0.2565646
28977,0.2565646
28978,0.2565646
28979,0.2565646
28980,0.2565646
28981,0.24
28982,0.24
28983,0.24
28984,0.24
28985,0.24
28986,0.2322673
28987,0.2322673
28988,0.2322673
28989,0.2322673
28990,0.22420016
28991,0.22420016
28992,0.22420016
28993,0.22420016
28994,0.22420016
28995,0.21695827
28996,0.21695827
28997,0.21695827
28998,0.21695827
28999,0.21695827
29000,0.20721993
29001,0.20721993
29002,0.20721993
29003,0.20721993
29004,0.20721993
29005,0.19787145
29006,0.19787145
29007,0.19787145
29008,0.19787145
29009,0.19787145
29010,0.18415602
29011,0.18415602
29012,0.18415602
29013,0.18415602
29014,0.171585
29015,0.171585
29016,0.171585
29017,0.171585
29018,0.171585
29019,0.16
29020,0.16
29021,0.16
29022,0.16
29023,0.16
29024,0.15605634
29025,0.15605634
29026,0.15605634
29027,0.15605634
29028,0.15605634
29029,0.1504904
29030,0.1504904
29031,0.1504904
29032,0.1504904
29033,0.1504904
29034,0.141523
29035,0.141523
29036,0.141523
29037,0.141523
29038,0.13202655
29039,0.13202655
29040,0.13202655
29041,0.13202655
29042,0.13202655
29043,0.12588684
29044,0.12588684
29045,0.12588684
29046,0.12588684
29047,0.12588684
29048,0.1225485
29049,0.1225485
29050,0.1225485
29051,0.1225485
29052,0.1225485
29053,0.11728431
29054,0.11728431
29055,0.11728431
29056,0.11728431
29057,0.11026692
29058,0.11026692
29059,0.11026692
29060,0.11026692
29061,0.11026692
29062,0.10222111
29063,0.10222111
29064,0.10222111
29065,0.10222111
29066,0.10222111
29067,0.1
29068,0.1
29069,0.1
29070,0.1
29071,0.1
29072,0.1
29073,0.1
29074,0.1
29075,0.1
29076,0.1
29077,0.097999714
29078,0.097999714
29079,0.097999714
29080,0.097999714
29081,0.095459566
29082,0.095459566
29083,0.095459566
29084,0.095459566
29085,0.10058491
29086,0.10058491
29087,0.10058491
29088,0.10058491
29089,0.10058491
29090,0.10563956
29091,0.10563956
29092,0.10563956
29093,0.10563956
29094,0.10563956
29095,0.1106585
29096,0.1106585
29097,0.1106585
29098,0.1106585
29099,0.1106585
29100,0.11637585
29101,0.11637585
29102,0.11637585
29103,0.11637585
29104,0.12
29105,0.12
29106,0.12
29107,0.12
29108,0.12
29109,0.12254494
29110,0.12254494
29111,0.12254494
29112,0.12254494
29113,0.12254494
29114,0.1289708
29115,0.1289708
29116,0.1289708
29117,0.1289708
29118,0.1289708
29119,0.13532265
29120,0.13532265
29121,0.13532265
29122,0.13532265
29123,0.14
29124,0.14
29125,0.14
29126,0.14
29127,0.14
29128,0.14273036
29129,0.14273036
29130,0.14273036
29131,0.14273036
29132,0.14273036
29133,0.146213
29134,0.146213
29135,0.146213
29136,0.146213
29137,0.146213
29138,0.14
29139,0.14
29140,0.14
29141,0.14
29142,0.14
29143,0.14
29144,0.14
29145,0.14
29146,0.14
29147,0.16
29148,0.16
29149,0.16
29150,0.16
29151,0.16
29152,0.16020209
29153,0.16020209
29154,0.16020209
29155,0.16020209
29156,0.16020209
29157,0.17296655
29158,0.17296655
29159,0.17296655
29160,0.17296655
29161,0.17296655
29162,0.18075217
29163,0.18075217
29164,0.18075217
29165,0.18075217
29166,0.18075217
29167,0.19463417
29168,0.19463417
29169,0.19463417
29170,0.19463417
29171,0.21783894
29172,0.21783894
29173,0.21783894
29174,0.21783894
29175,0.21783894
29176,0.22822146
29177,0.22822146
29178,0.22822146
29179,0.22822146
29180,0.22822146
29181,0.24
29182,0.24
29183,0.24
29184,0.24
29185,0.24
29186,0.25172833
29187,0.25172833
29188,0.25172833
29189,0.25172833
29190,0.25172833
29191,0.26917014
29192,0.26917014
29193,0.26917014
29194,0.26917014
29195,0.2783443
29196,0.2783443
29197,0.2783443
29198,0.2783443
29199,0.2783443
29200,0.29371843
29201,0.29371843
29202,0.29371843
29203,0.29371843
29204,0.29371843
29205,0.30000153
29206,0.30000153
29207,0.30000153
29208,0.30000153
29209,0.30000153
29210,0.30465698
29211,0.30465698
29212,0.30465698
29213,0.30465698
29214,0.30465698
29215,0.31004685
29216,0.31004685
29217,0.31004685
29218,0.31004685
29219,0.31115875
29220,0.31115875
29221,0.31115875
29222,0.31115875
29223,0.31115875
29224,0.31187853
29225,0.31187853
29226,0.31187853
29227,0.31187853
29228,0.31187853
29229,0.30739906
29230,0.30739906
29231,0.30739906
29232,0.30739906
29233,0.30739906
29234,0.30050063
29235,0.30050063
29236,0.30050063
29237,0.30050063
29238,0.30050063
29239,0.29137504
29240,0.29137504
29241,0.29137504
29242,0.29137504
29243,0.28236952
29244,0.28236952
29245,0.28236952
29246,0.28236952
29247,0.28236952
29248,0.27053025
29249,0.27053025
29250,0.27053025
29251,0.27053025
29252,0.27053025
29253,0.2565646
29254,0.2565646
29255,0.2565646
29256,0.2565646
29257,0.2565646
29258,0.24
29259,0.24
29260,0.24
29261,0.24
29262,0.24
29263,0.2322673
29264,0.2322673
29265,0.2322673
29266,0.2322673
